speed,steering_angle,pose,velocity,torque,noisy_speed,cones_hit,time
0.0,0.0,[-2.  0.  0.],[0. 0. 0.],0.0,0.049063459741840024,0,0.0
5.0,-3.8172303157890886,[-1.99624728  0.          0.        ],[0.33774496 0.         0.        ],116.4,0.5408691272337038,0,0.011111111111111112
5.0,-3.8172303157890886,[-1.99477688e+00 -5.13993271e-07 -6.39283186e-07],[ 1.32335897e-01 -4.62593944e-05 -5.75354867e-05],-70.79192000554258,0.0009825774143733812,0,0.022222222222222223
5.0,-3.8172303157890886,[-1.98963422e+00 -5.62615438e-06 -6.99348491e-06],[ 4.62838937e-01 -4.60094500e-04 -5.71878155e-04],113.9042286221275,0.06966765978668016,0,0.03333333333333333
5.0,-4.532373572417896,[-1.98428177e+00 -1.57321206e-05 -1.95163034e-05],[ 0.48172052 -0.00090954 -0.00112705],6.507541178435817,0.4317307374768916,0,0.044444444444444446
5.0,-4.532373572417896,[-1.98042019e+00 -2.75165920e-05 -3.40795984e-05],[ 0.34754234 -0.0010606  -0.0013107 ],-46.242736043858635,0.29373338279276784,0,0.05555555555555555
5.0,-4.532373572417896,[-1.97517117e+00 -5.07648112e-05 -6.27722655e-05],[ 0.47241164 -0.00209234 -0.00258234],43.03583732062549,0.6491455367522967,0,0.06666666666666667
5.0,-8.97633686244107,[-1.97137514e+00 -7.34865692e-05 -9.07362613e-05],[ 0.34164342 -0.00204496 -0.00251676],-45.06728382768307,0.47131181813023487,0,0.07777777777777778
5.0,-8.97633686244107,[-1.96596067e+00 -1.17192571e-04 -1.44484902e-04],[ 0.487302   -0.00393354 -0.00483738],50.20295387736411,0.38651053864896545,0,0.08888888888888889
5.0,-8.97633686244107,[-1.95943575e+00 -1.86446718e-04 -2.29447736e-04],[ 0.58724314 -0.00623287 -0.00764666],34.449516040926,0.825939675135478,0,0.1
5.0,-3.8423950956310637,[-1.95482636e+00 -2.48789402e-04 -3.05671525e-04],[ 0.41484459 -0.00561084 -0.00686014],-59.41354347347273,0.6034873600221768,0,0.1111111111111111
5.0,-3.8423950956310637,[-1.94832361e+00 -3.54226559e-04 -4.34337588e-04],[ 0.58524797 -0.00948934 -0.01157995],58.741043050133015,0.518265455736316,0,0.12222222222222222
5.0,-3.8423950956310637,[-1.94068761e+00 -4.97353616e-04 -6.08227930e-04],[ 0.68723974 -0.01288144 -0.01565013],35.16540637979715,0.801438317782211,0,0.13333333333333333
5.0,-3.810598033853722,[-1.93403821e+00 -6.37723522e-04 -7.77783885e-04],[ 0.59844586 -0.01263329 -0.01526004],-30.597463756753815,0.7045800487201566,0,0.14444444444444443
5.0,-3.810598033853722,[-1.92618742e+00 -8.20384538e-04 -9.97375235e-04],[ 0.70657155 -0.01643949 -0.01976322],37.28425415441487,0.7380713848744099,0,0.15555555555555556
5.0,-3.810598033853722,[-1.91787011e+00 -1.03060268e-03 -1.24851801e-03],[ 0.74855789 -0.01891963 -0.02260285],14.486604194444126,0.9290012329263012,0,0.16666666666666666
5.0,-5.275383945290981,[-1.90999382e+00 -1.24424635e-03 -1.50200809e-03],[ 0.70886557 -0.01922793 -0.02281411],-13.672040052999833,0.7891361553783814,0,0.17777777777777778
5.0,-5.275383945290981,[-1.90064675e+00 -1.51467406e-03 -1.82089274e-03],[ 0.84123605 -0.02433849 -0.02869962],45.651450564900244,0.5016708424097237,0,0.18888888888888888
5.0,-5.275383945290981,[-1.88894331e+00 -1.87452674e-03 -2.24195623e-03],[ 1.05331034 -0.03238674 -0.03789571],73.13926300398794,1.1135817254104776,0,0.2
5.0,-7.415146122324714,[-1.88006549 -0.00216395 -0.00257717],[ 0.7990034  -0.02604774 -0.03016903],-87.66929377203029,0.9160188766861813,0,0.2111111111111111
5.0,-7.415146122324714,[-1.86936907 -0.00253288 -0.00300175],[ 0.96267756 -0.03320441 -0.03821237],56.459461916139276,1.2983884972725708,0,0.2222222222222222
5.0,-7.415146122324714,[-1.86019054 -0.00286846 -0.00338486],[ 0.82606815 -0.03020228 -0.03448007],-47.08797159419874,0.9116395339915973,0,0.23333333333333334
5.0,-9.249420542360971,[-1.84809472 -0.00333593 -0.00391535],[ 1.08862362 -0.04207205 -0.0477441 ],90.5766490776169,1.1507610800343502,0,0.24444444444444444
5.0,-9.249420542360971,[-1.83666275 -0.00380554 -0.00444376],[ 1.02887711 -0.04226492 -0.04755656],-20.571991209284853,0.5925961824608076,0,0.25555555555555554
5.0,-9.249420542360971,[-1.82148288 -0.00446824 -0.00518409],[ 1.36618851 -0.05964303 -0.06662991],116.4,1.5388248407273342,0,0.26666666666666666
5.0,-3.947489744687726,[-1.81005365 -0.00500028 -0.00577211],[ 1.02863095 -0.04788312 -0.05292188],-116.4,1.4075132174965717,0,0.2777777777777778
5.0,-3.947489744687726,[-1.79719903 -0.00562844 -0.0064611 ],[ 1.15691515 -0.05653479 -0.06200884],44.30359529681698,1.0070063451669784,0,0.28888888888888886
5.0,-3.947489744687726,[-1.78133064 -0.00643617 -0.00733818],[ 1.42815571 -0.07269591 -0.07893759],93.64146042183634,1.331225448012115,0,0.3
5.0,-5.434035346731845,[-1.76660018 -0.0072137  -0.00817077],[ 1.32574132 -0.06997727 -0.07493261],-35.29715322619569,1.1150387460904845,0,0.3111111111111111
5.0,-5.434035346731845,[-1.74989702 -0.00812325 -0.00913225],[ 1.50328413 -0.08185992 -0.08653363],61.3196475093345,1.0254981258683546,0,0.32222222222222224
5.0,-5.434035346731845,[-1.7319211  -0.00913174 -0.01018234],[ 1.61783288 -0.09076415 -0.09450833],39.58715049795514,1.7221659603226926,0,0.3333333333333333
5.0,-3.2123224152189414,[-1.71721594 -0.00998027 -0.01105142],[ 1.32346424 -0.07636685 -0.0782164 ],-101.56891258708569,1.263996569909716,0,0.34444444444444444
5.0,-3.2123224152189414,[-1.6991485  -0.01104248 -0.01212414],[ 1.62606973 -0.09559955 -0.0965451 ],104.49855596709135,1.7725001696047564,0,0.35555555555555557
5.0,-3.2123224152189414,[-1.68326719 -0.01199222 -0.01306583],[ 1.42931805 -0.08547683 -0.0847518 ],-67.89586890486353,1.336956176982597,0,0.36666666666666664
5.0,-3.639996861302577,[-1.66414179 -0.01314818 -0.01419264],[ 1.72128582 -0.10403591 -0.1014131 ],100.8259005379926,1.6289846150144973,0,0.37777777777777777
5.0,-3.639996861302577,[-1.64593517 -0.01426065 -0.01525476],[ 1.63859638 -0.10012208 -0.09559121],-28.52732923919894,1.7737008707072992,0,0.3888888888888889
5.0,-3.639996861302577,[-1.62781677 -0.01537612 -0.01629822],[ 1.63065514 -0.10039229 -0.09391158],-2.7260257614296144,1.7946195527959636,0,0.4
5.0,-3.593278812923328,[-1.60907596 -0.01653624 -0.01736106],[ 1.68667314 -0.10441065 -0.09565521],19.35462247455481,1.6053253216863688,0,0.4111111111111111
5.0,-3.593278812923328,[-1.58848623 -0.01781636 -0.01850842],[ 1.85307599 -0.11521149 -0.10326222],57.46931492701701,1.7671045824598866,0,0.4222222222222222
5.0,-3.593278812923328,[-1.56805404 -0.01909261 -0.01962516],[ 1.83889708 -0.11486187 -0.10050691],-4.884634021013227,1.8561214442274927,0,0.43333333333333335
5.0,-3.995852248461965,[-1.54736699 -0.02038917 -0.02073254],[ 1.86183441 -0.11669048 -0.09966425],7.929018297720596,1.4507579329552285,0,0.4444444444444444
5.0,-3.995852248461965,[-1.52355749 -0.02188647 -0.02198051],[ 2.14285528 -0.13475704 -0.11231684],97.0505104746347,2.5075919726868685,0,0.45555555555555555
5.0,-3.995852248461965,[-1.50349377 -0.02315564 -0.0230102 ],[ 1.80573418 -0.11422528 -0.09267232],-116.4,1.900709353666551,0,0.4666666666666667
5.0,-3.004917425575974,[-1.47968509 -0.0246659  -0.02420678],[ 2.14278162 -0.13592339 -0.10769193],116.4,2.194261766995317,0,0.4777777777777778
5.0,-3.004917425575974,[-1.45680607 -0.02612367 -0.0253306 ],[ 2.05911143 -0.13119948 -0.1011442 ],-28.881182865078095,1.5507842034110486,0,0.4888888888888889
5.0,-3.004917425575974,[-1.43018222 -0.02782456 -0.02660672],[ 2.3961471  -0.15308011 -0.11485065],116.4,2.474493783991404,0,0.5
5.0,-3.3562131536841884,[-1.40730388 -0.02929299 -0.02767544],[ 2.05905009 -0.13215866 -0.0961845 ],-116.4,2.1352415153234263,0,0.5111111111111111
5.0,-3.3562131536841884,[-1.38174161 -0.03093658 -0.0288391 ],[ 2.30060459 -0.14792335 -0.10473013],83.42609881555153,1.99460639991833,0,0.5222222222222223
5.0,-3.3562131536841884,[-1.35460099 -0.03268816 -0.03004337],[ 2.44265542 -0.15764174 -0.1083835 ],49.0702700799642,2.165435934943202,0,0.5333333333333333
5.0,-6.407131940452765,[-1.32766517 -0.03443506 -0.03120875],[ 2.42422446 -0.15722095 -0.10488498],-6.348135616719468,2.511066526372827,0,0.5444444444444444
5.0,-6.407131940452765,[-1.30196115 -0.03611752 -0.03230274],[ 2.31336125 -0.15142169 -0.09845905],-38.25686285833869,2.4210249065958984,0,0.5555555555555556
5.0,-6.407131940452765,[-1.27499456 -0.03790451 -0.03344093],[ 2.42699311 -0.16082935 -0.10243658],39.29035965435864,2.299105745678129,0,0.5666666666666667
5.0,-3.1763725540157486,[-1.24656361 -0.03981982 -0.03463949],[ 2.55878582 -0.172378   -0.10787037],45.58517511801173,2.8456049190903467,0,0.5777777777777777
5.0,-3.1763725540157486,[-1.22052502 -0.04160187 -0.035733  ],[ 2.34347329 -0.16038444 -0.09841577],-74.3145929572979,2.523797904815746,0,0.5888888888888889
5.0,-3.1763725540157486,[-1.1918984  -0.04358656 -0.03692791],[ 2.57639573 -0.17862232 -0.10754221],80.5162745270201,2.7314074276658626,0,0.6
5.0,-6.243627787109768,[-1.1637112  -0.04556707 -0.03809517],[ 2.53684787 -0.17824517 -0.10505333],-13.60570011483945,2.785890972614052,0,0.6111111111111112
5.0,-6.243627787109768,[-1.13509353 -0.04761039 -0.03927911],[ 2.57559001 -0.18389897 -0.1065549 ],13.456348313222643,2.75128411249212,0,0.6222222222222222
5.0,-6.243627787109768,[-1.10552952 -0.04976134 -0.04050838],[ 2.66076078 -0.19358595 -0.11063373],29.517214125643644,2.810345240397171,0,0.6333333333333333
5.0,-6.547390917135828,[-1.07555296 -0.05198937 -0.04176734],[ 2.69789072 -0.20052242 -0.11330714],12.937286928607646,2.720032178086785,0,0.6444444444444445
5.0,-6.547390917135828,[-1.04429919 -0.05436759 -0.04309959],[ 2.81283932 -0.21404015 -0.11990176],39.85357920506128,2.6289911352643336,0,0.6555555555555556
